"Scale","BF01","BF10"
"SD_STR",12.3790634486299,0.0807815554181266
"STR_LST",7.1545725031003,0.139770754935626
"PhTA_STR",1.95347978058364,0.511907013289501
"PhTA_LST",3.25831831830114,0.306906785130002
